Price,Close,High,Low,Open,Volume
Ticker,BBDC4.SA,BBDC4.SA,BBDC4.SA,BBDC4.SA,BBDC4.SA
Date,,,,,
2020-01-02,21.191370010375977,21.191370010375977,20.45128215297512,20.63771683813155,25031584
2020-01-03,21.202089309692383,21.4790552064232,20.845988249667325,20.857294297966362,39999078
2020-01-06,20.823387145996094,21.072091606396096,20.597291921094207,21.026873135399864,33675497
2020-01-07,20.46163558959961,20.891216814747956,20.348587974295327,20.77251689042648,19775066
2020-01-08,20.145092010498047,20.642502132658397,20.043349063577967,20.55771610439838,28306110
2020-01-09,19.82291603088379,20.2864111094336,19.625082345660704,20.224235710338597,30779241
2020-01-10,19.46116065979004,19.99813713923727,19.415942192030382,19.845523375588165,26446970
2020-01-13,19.670297622680664,19.755082237853546,19.540291676162116,19.65899157236422,21719790
2020-01-14,19.647687911987305,19.69855868356362,19.41028810804424,19.6872555026179,18941860
2020-01-15,19.302898406982422,19.568559827555248,19.144632303548505,19.545950589201908,28302783
2020-01-16,19.579862594604492,19.726825499920555,19.30289658105418,19.37637803371221,32815006
2020-01-17,20.037702560424805,20.0998793818116,19.658992194167276,19.698558349166078,29995016
2020-01-20,19.647687911987305,19.9811783860902,19.562901857733316,19.930307614513886,18649572
2020-01-21,18.992006301879883,19.59681169453036,18.986353995497716,19.500721051073754,31255074
2020-01-22,19.059844970703125,19.297244827714337,18.95810196984683,19.218111063723782,23771926
2020-01-23,19.562898635864258,19.760732251555073,18.85069934132919,18.9298316396376,38929221
2020-01-24,19.41593360900879,19.715510130366283,19.195490806209044,19.625071799865943,17851638
2020-01-27,18.969406127929688,19.25767819585348,18.89592467493882,19.206805979179673,18971275
2020-01-28,18.992006301879883,19.235058346232613,18.867654126512434,19.13331683135357,16647083
2020-01-29,18.720701217651367,19.172891673185255,18.65287207533713,19.138977819508327,21514683
2020-01-30,18.9072322845459,18.952452199295003,18.409823267030223,18.494607916633594,21038983
2020-01-31,18.5906925201416,18.811135406687775,18.438078765978933,18.675478576880938,23105760
2020-02-03,18.70939064025879,18.929833505769317,18.545472285500722,18.647215256887122,20154401
2020-02-04,18.720121383666992,19.093393390625813,18.686188086955482,19.087737841173894,27380134
2020-02-05,19.082090377807617,19.56847501569462,19.053811182781587,19.24044726534853,52370324
2020-02-06,18.86151695251465,19.38183479027494,18.759714169435075,19.229132051438935,31171620
2020-02-07,19.076425552368164,19.342239231594167,18.75405351058473,18.776677142764296,30296088
2020-02-10,19.2800350189209,19.48929328125762,18.957664298762985,19.144300356692167,32551069
2020-02-11,19.449695587158203,19.721166244104648,19.291338780776638,19.5232191592905,36211052
2020-02-12,19.189538955688477,19.52322067702479,19.002902954265156,19.444041549787162,65565592
2020-02-13,18.821922302246094,19.053802696322563,18.680532133225007,19.053802696322563,25560923
2020-02-14,18.39775276184082,18.844548396132307,18.324230610956256,18.81626921000888,29435464
2020-02-17,18.24505615234375,18.493903290709728,18.24505615234375,18.454314430082643,14387045
2020-02-18,18.17367172241211,18.343678582058185,17.952663668055667,18.145336286711697,34812571
2020-02-19,18.434343338012695,18.70068716801286,18.031994913245843,18.071663939088598,36195879
2020-02-20,18.167999267578125,18.61568203634643,18.1396638406981,18.61568203634643,27882985
2020-02-21,18.026330947875977,18.162337002654528,17.856325537361297,18.077333578077685,21578305
2020-02-26,17.057294845581055,17.527646346768496,16.898623037980727,17.380306698312157,38676996
2020-02-27,16.983623504638672,17.62964709768506,16.836283881821185,16.836283881821185,47990536
2020-02-28,17.300968170166016,17.391639819723643,16.83061815940824,17.040292572583375,55779548
2020-03-02,17.533308029174805,17.612644629142828,17.068623462480844,17.312300059622736,44379000
2020-03-03,17.079092025756836,17.60076432184141,16.965685130044616,17.351269439178704,41219739
2020-03-04,17.266223907470703,17.36829031667687,16.85795971016777,17.33993893620897,38989515
2020-03-05,16.699186325073242,17.23219938689079,16.5517577316213,17.09611134374119,32076434
2020-03-06,16.22287368774414,16.580106729112067,16.001730109526513,16.188852041717208,40149215
2020-03-09,15.054786682128906,15.565118751248248,14.827972749080708,15.122831437852083,61036066
2020-03-10,15.417689323425293,16.086790535012234,14.867665348509131,15.876987441944262,44294615
2020-03-11,14.170215606689453,15.179539445185604,13.614521187500529,15.026439066318742,47226275
2020-03-12,12.270641326904297,12.928401900587861,11.907738668411005,12.47477411729182,51490932
2020-03-13,14.340322494506836,14.59548779630961,12.480446035003387,14.572806692064336,79427025
2020-03-16,12.29332447052002,13.705243411856905,12.270643365491392,12.701590119122407,61220542
2020-03-17,13.279963493347168,13.926383456291804,12.276310460681643,12.673235453917563,72201692
2020-03-18,11.731955528259277,12.76395981565532,11.170591191498234,12.361364594136083,78717070
2020-03-19,11.765984535217285,12.185591535781821,10.728310107637505,11.34070797707978,72420907
2020-03-20,10.909759521484375,12.30466778383551,10.750990329713519,12.20827163759102,67041671
2020-03-23,10.01950740814209,11.170588627656953,9.809705154096978,11.057181011746541,70904765
2020-03-24,11.527825355529785,11.686595945759148,10.728306447548128,10.77933892614371,49044688
2020-03-25,12.389721870422363,13.27996828931557,11.272662938581519,11.335035983773592,47534934
2020-03-26,12.650554656982422,13.194908247228522,12.111871341659645,12.588180193304446,51020557
2020-03-27,11.828351974487305,12.361364956195704,11.743296420481665,12.02114345993378,42285204
2020-03-30,12.196927070617676,12.378377310148807,11.771649967748452,11.987123296802851,42414843
2020-03-31,11.777323722839355,12.185590121346628,11.567520606790373,12.049500602083265,52023599
2020-04-01,11.261317253112793,11.437098645192716,10.989140472832432,11.3407025372316,34088640
2020-04-02,11.323169708251953,11.56722757694641,11.135868813254794,11.266411293656617,39838294
2020-04-03,10.903165817260742,11.255063489128652,10.341263673479178,11.238036391588052,54433374
2020-04-06,11.936153411865234,12.134805709303246,11.652364209682634,11.714798324068157,75409934
2020-04-07,12.384537696838379,13.014548693897503,12.356159212528844,12.770490847039687,49370250
2020-04-08,12.71373462677002,12.95211681781426,12.333458548846716,12.42994685301189,45025201
2020-04-09,12.708057403564453,13.213201655114082,12.634271899612804,12.884006897257622,50273467
2020-04-13,13.037252426147461,13.037252426147461,12.373187199792461,12.69670626706013,42999286
2020-04-14,13.179713249206543,13.772831504838564,13.179713249206543,13.42320482672678,41663446
2020-04-15,12.798872947692871,13.148501160406866,12.736440264571433,12.948713404441968,43839147
2020-04-16,12.467974662780762,13.011147205578364,12.430514189298526,12.998660381084285,35433640
2020-04-17,12.71146297454834,12.917492643012396,12.336861219508028,12.78638246101766,32352012
2020-04-20,12.29940128326416,12.536649455869798,12.205751560937019,12.411782679134289,50772084
2020-04-22,12.255697250366211,12.574108282028321,12.093370029501259,12.174532919484847,52473465
2020-04-23,12.080886840820312,12.580354032790352,11.881099099493373,12.424270175075161,51634451
2020-04-24,11.138134956359863,11.999717467759341,10.738561105679281,11.88109341798795,88260909
2020-04-27,11.462791442871094,11.899825827463792,11.331681271583063,11.637604764438837,53192084
2020-04-28,12.467974662780762,12.64278876479959,12.105861075147308,12.205754230201661,69331911
2020-04-29,12.88627815246582,12.942467411984063,12.418026638357643,12.817600629734821,44718333
2020-04-30,11.956019401550293,12.23072736758165,11.89358600214061,11.89358600214061,85093250
2020-05-04,11.425334930419922,11.70004290858197,11.28798130156347,11.681311951348093,53674269
2020-05-05,11.437192916870117,11.899680604918833,11.34969514869916,11.562190037627285,62144511
2020-05-06,11.199699401855469,11.524690170440111,11.055952611223782,11.462191973450635,50904216
2020-05-07,10.718461036682129,11.29969515080242,10.624713389541084,11.280945477134855,85305726
2020-05-08,11.199699401855469,11.330945687653053,10.918456433607568,11.024703873327464,48497526
2020-05-11,11.030951499938965,11.599686527450304,11.030951499938965,11.124699142899674,37148936
2020-05-12,10.687210083007812,11.230945494797988,10.687210083007812,11.199696764260931,49303265
2020-05-13,10.593463897705078,10.94345492019893,10.38096976044625,10.79970814376246,65038105
2020-05-14,11.174701690673828,11.193450648047042,10.068480751790982,10.418471866979731,82827525
2020-05-15,10.693462371826172,11.268447364315339,10.693462371826172,11.08720194600093,48846974
2020-05-18,11.255948066711426,11.293446697624647,10.899707827649928,11.21844871460134,58094641
2020-05-19,10.924705505371094,11.249697713408544,10.924705505371094,11.212198362836087,42144179
2020-05-20,11.037202835083008,11.137199654341202,10.855957428232752,10.999703486963595,33736010
2020-05-21,11.649689674377441,11.749687970170726,11.068455349655244,11.124703669841933,63209795
2020-05-22,11.718436241149902,11.87468283659126,11.393445428526935,11.518441839443696,51975913
2020-05-25,12.549664497375488,12.593412302746808,12.04342752898868,12.243422647807021,50529600
2020-05-26,12.005927085876465,12.837154734997089,11.918429324727429,12.805905277016429,73392187
2020-05-27,12.212167739868164,12.324664312995388,11.987173872417111,12.249667078374973,38394873
2020-05-28,11.937175750732422,12.287166000024554,11.912176910837982,12.105922066900705,44381711
2020-05-29,11.84343147277832,11.937178405324092,11.543439557759482,11.937178405324092,85059733
2020-06-01,12.374665260314941,12.462162287372056,11.743432071709776,11.805930978460156,73584335
2020-06-02,12.930798530578613,12.949566197770872,12.536681850874471,12.618006964929828,57911810
2020-06-03,13.506326675415039,13.762815062541188,13.362441326204479,13.537604655379694,92530636
2020-06-04,13.700258255004883,13.862909838902086,13.143490204612716,13.381210972890251,70904185
2020-06-05,13.950494766235352,14.782519049745725,13.875424124475305,14.601099775936191,88795971
2020-06-08,14.682429313659668,14.701196977946095,14.138171380685916,14.200730261640674,70020280
2020-06-09,14.3571195602417,14.644887395596907,14.156932675038423,14.300816592716027,62607457
2020-06-10,13.68774700164795,14.688680085629848,13.637699914315743,14.638632998297641,74329574
2020-06-12,13.531352043151855,13.662722753066872,13.256094520803401,13.356188690303554,89793858
2020-06-15,13.231074333190918,13.450028940711867,13.012121169447301,13.137237469268987,81559324
2020-06-16,13.781586647033691,13.937982366565148,13.443771661841394,13.756563100904309,63720657
2020-06-17,14.00053596496582,14.275793453446902,13.756559344381738,13.762815229205781,65846627
2020-06-18,13.950494766235352,14.238262672094372,13.731540171545795,13.831632916781944,66061281
2020-06-19,13.988024711608887,14.244513111307914,13.67523334641536,14.169443934425425,89256255
2020-06-22,13.500075340270996,14.06310088624248,13.43751790879244,14.006797898512108,45392424
2020-06-23,13.481302261352539,13.825371568844421,13.349928690165989,13.762814169198931,44536712
2020-06-24,13.0433988571167,13.531355158208553,12.955817882418994,13.406237417529976,55327613
2020-06-25,13.356189727783203,13.475050119520484,13.024630653113096,13.20604846187033,49717932
2020-06-26,12.943309783935547,13.337427891438402,12.905774451072855,13.162264448523546,55023540
2020-06-29,13.393726348876953,13.393726348876953,12.98709800158735,13.06842309353432,59291694
2020-06-30,12.949559211730957,13.318653579837157,12.868234141548925,13.274862380013069,54322829
2020-07-01,13.237329483032227,13.362445775884753,12.987096897327177,13.02463221831611,40633494
2020-07-02,13.280516624450684,13.700032861597846,13.267993622290504,13.537235278588463,45546578
2020-07-03,13.368181228637695,13.393225794609027,13.149030077070192,13.261735681697859,15265844
2020-07-06,14.182160377502441,14.213467874664303,13.606108210014439,13.712552255292204,69057483
2020-07-07,13.593586921691895,14.144593160786,13.593586921691895,14.056933602774755,67814208
2020-07-08,14.056929588317871,14.144589121294814,13.687504070969153,13.775165049018431,63011960
2020-07-09,13.743868827819824,14.22600026725634,13.687515295717049,14.132077713751714,97748398
2020-07-10,13.94422721862793,13.94422721862793,13.556017118090992,13.737599168660033,83139221
