Price,Close,High,Low,Open,Volume
Ticker,VALE3.SA,VALE3.SA,VALE3.SA,VALE3.SA,VALE3.SA
Date,,,,,
2020-01-02,32.83102798461914,32.89749784942007,32.48053919933067,32.61952541602714,17509700
2020-01-03,32.58930969238281,32.93375427747597,32.37780944019574,32.43823742505494,17284800
2020-01-06,32.395931243896484,32.510745315473095,32.11795887786084,32.510745315473095,32787800
2020-01-07,32.63160705566406,32.74642113951375,32.269034566006326,32.32946254588939,16326400
2020-01-08,32.63765335083008,32.855197796152844,32.40198097012374,32.75246975540597,15298500
2020-01-09,32.20860290527344,32.553047447290524,32.057530656838594,32.480533413492076,14638000
2020-01-10,32.24486541748047,32.55305183151489,32.093793148699305,32.480537787950304,9129200
2020-01-13,33.41718673706055,33.62264512307159,32.33550869585003,32.41406692422543,27497400
2020-01-14,33.62264633178711,34.051691054558226,33.235901663081876,33.41718793838995,27817000
2020-01-15,33.51387405395508,33.88853496821885,33.30237378395138,33.41718788692767,21425300
2020-01-16,33.33863067626953,33.80997777198758,33.29633062097408,33.59847519033021,13149100
2020-01-17,34.44447708129883,34.49886318995018,33.90061599478532,33.991260277597526,36524100
2020-01-20,34.66202163696289,34.66202163696289,34.16046059929539,34.4444772015977,16746300
2020-01-21,33.85831832885742,34.4505213841149,33.683076237687175,34.323621223384016,25436800
2020-01-22,34.02146911621094,34.353827594206756,33.87644105189763,34.20275534919234,17269400
2020-01-23,33.53804397583008,33.67703018775697,33.06065504887688,33.495743924599275,23028900
2020-01-24,32.51074981689453,33.67702784585177,32.44427765381722,33.610555682774454,19744800
2020-01-27,30.522645950317383,31.31426561850385,30.50451801228833,31.217579440381712,38779700
2020-01-28,30.939603805541992,31.4774207604751,30.86708975565373,30.939603805541992,23046400
2020-01-29,30.66767120361328,31.35656039482625,30.49242681492088,31.241746298017397,23323000
2020-01-30,31.12088966369629,31.120889663696293,30.09359769919846,30.19632804823827,23083200
2020-01-31,30.37761116027832,30.855000068367087,30.09359456594048,30.79456977958254,29988200
2020-02-03,30.76435661315918,30.87312883070981,30.09359537332359,30.51659818544494,18858200
2020-02-04,31.58618927001953,31.773519707459418,31.404903014047278,31.54388922046533,21559200
2020-02-05,32.02127456665039,32.40197497029144,32.02127456665039,32.220688734484334,26797700
2020-02-06,32.1965217590332,32.583266405179685,31.918549332762915,32.426152257125146,22155800
2020-02-07,31.483463287353516,32.00315231683696,31.374691057685812,31.954810384306946,14450900
2020-02-10,30.329265594482422,31.36260158801361,30.16610727971434,31.36260158801361,28244800
