Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-03:00,25.144201169319903,25.402259672194436,25.084649012953076,25.210369110107422,3930900,0.0,0.0
2020-01-03 00:00:00-03:00,25.09787932138445,25.72648476065791,24.886138913818932,24.932456970214844,4209200,0.0,0.0
2020-01-06 00:00:00-03:00,25.137578880400117,25.36916913737622,24.98538811250783,25.342700958251953,3613900,0.0,0.0
2020-01-07 00:00:00-03:00,25.607376787486,25.68016301540834,25.269913826054154,25.355934143066406,2705700,0.0,0.0
2020-01-08 00:00:00-03:00,25.561059649810414,25.574293739372546,25.216980893628424,25.342700958251953,3163600,0.0,0.0
2020-01-09 00:00:00-03:00,25.37578864968528,25.574297498148574,25.058178025946816,25.26991844177246,2642600,0.0,0.0
2020-01-10 00:00:00-03:00,25.333233980480617,25.484150372411502,24.78445066910273,24.96966552734375,3212800,1.352298,0.0
2020-01-13 00:00:00-03:00,24.990247790897197,25.1548815003302,24.49634142898692,24.784454345703125,4647100,0.0,0.0
2020-01-14 00:00:00-03:00,24.81188768157269,25.13429901938416,24.777589215525882,25.079421997070312,3673600,0.0,0.0
2020-01-15 00:00:00-03:00,25.14116029001536,25.346953703161493,24.976523989415323,25.10685920715332,3603200,0.0,0.0
2020-01-16 00:00:00-03:00,25.27149468128734,25.292073236887394,24.715850128839598,24.743289947509766,1947700,0.0,0.0
2020-01-17 00:00:00-03:00,24.84619090789159,25.106861365779388,24.72957297310562,24.791311264038086,2298000,0.0,0.0
2020-01-20 00:00:00-03:00,24.86676720071374,24.983382508071273,24.647253878907026,24.805028915405273,1488800,0.0,0.0
2020-01-21 00:00:00-03:00,24.743292732702685,25.038264274597168,24.619816151593113,24.695274353027344,2704800,0.0,0.0
2020-01-22 00:00:00-03:00,24.633533798754073,24.990243598423206,24.62667515234735,24.825607299804688,1737000,0.0,0.0
2020-01-23 00:00:00-03:00,24.660970503779073,24.87362253400114,24.24938111761129,24.859905242919922,2792100,0.0,0.0
2020-01-24 00:00:00-03:00,24.87362902275339,24.928508668614093,24.468900793350137,24.626678466796875,1972800,0.0,0.0
2020-01-27 00:00:00-03:00,24.366002406650555,24.558075910093198,23.899535941028237,24.009292602539062,3837500,0.0,0.0
2020-01-28 00:00:00-03:00,24.043593157534293,24.187648297631885,23.851519637404174,24.01615333557129,2891000,0.0,0.0
2020-01-29 00:00:00-03:00,24.11905073607659,24.688415251466882,23.961275689075826,24.434600830078125,4452500,0.0,0.0
2020-01-30 00:00:00-03:00,24.023011926936153,24.612954949483083,23.926975177555057,24.4277400970459,3237300,0.0,0.0
2020-01-31 00:00:00-03:00,24.194506787814756,24.311122092580312,23.734898981443962,23.858375549316406,3888200,0.0,0.0
2020-02-03 00:00:00-03:00,23.940696543675724,24.32484356457344,23.597706636842577,23.961275100708008,5295300,0.0,0.0
2020-02-04 00:00:00-03:00,24.2699651845999,24.324842205889237,23.632003784179688,23.632003784179688,3063100,0.0,0.0
2020-02-05 00:00:00-03:00,23.940694661769424,24.146488066331447,23.673160357353172,23.75547981262207,4403900,0.0,0.0
2020-02-06 00:00:00-03:00,23.974995034252736,24.407163049987176,23.70060206179794,23.87209701538086,2726400,0.0,0.0
2020-02-07 00:00:00-03:00,23.673164018089892,24.681555258224595,23.673164018089892,24.256248474121094,5436200,0.0,0.0
2020-02-10 00:00:00-03:00,24.72957145844341,24.791309745594468,24.276824891604083,24.571796417236328,6401600,0.0,0.0
2020-02-11 00:00:00-03:00,24.93536251711374,25.641923429161547,24.90106405345434,25.292072296142578,5170200,0.0,0.0
2020-02-12 00:00:00-03:00,25.518448398579885,25.930035220812947,25.21661561992412,25.484149932861328,11955800,0.0,0.0
2020-02-13 00:00:00-03:00,25.484152516830026,25.731103065126327,25.17546106045282,25.54589080810547,6433000,0.0,0.0
2020-02-14 00:00:00-03:00,25.30787832354674,25.466957298534922,24.931875228881836,24.931875228881836,4105500,1.910841,0.0
2020-02-17 00:00:00-03:00,25.069258891056286,25.069258891056286,24.244945613176114,24.389562606811523,4574200,0.0,0.0
2020-02-18 00:00:00-03:00,24.2955601137963,24.2955601137963,23.796634403232453,24.100330352783203,3451300,0.0,0.0
2020-02-19 00:00:00-03:00,24.15817496114709,24.642641444806973,24.042481925373608,24.570331573486328,3025100,0.0,0.0
2020-02-20 00:00:00-03:00,24.63541127384662,24.67156483355893,24.136485529801266,24.179868698120117,4621600,0.0,0.0
2020-02-21 00:00:00-03:00,24.078637525114267,24.093099500605604,23.52186388122694,23.861713409423828,3963300,0.0,0.0
2020-02-26 00:00:00-03:00,22.994016877639556,23.31940446840155,22.560168595516963,22.943401336669922,7677600,0.0,0.0
2020-02-27 00:00:00-03:00,22.813242408976024,23.449555504777575,22.68308877404235,22.755395889282227,7304400,0.0,0.0
2020-02-28 00:00:00-03:00,22.849399874230812,23.030170440673828,22.191395122711846,23.030170440673828,7323200,0.0,0.0
2020-03-02 00:00:00-03:00,23.030170130660014,23.16755614547491,22.63247406233687,22.84939956665039,5088200,0.0,0.0
2020-03-03 00:00:00-03:00,22.827706036551145,23.08078509572458,22.126316762082983,22.148008346557617,6875900,0.0,0.0
2020-03-04 00:00:00-03:00,22.552937242729342,22.762630391813023,22.148010163171147,22.444475173950195,4747200,0.0,0.0
2020-03-05 00:00:00-03:00,22.41554571818724,22.59631624817262,21.988927157088163,22.0106201171875,7050600,0.0,0.0
2020-03-06 00:00:00-03:00,21.35261964665721,22.285395045428594,20.484920382487118,22.039546966552734,8295200,0.0,0.0
2020-03-09 00:00:00-03:00,20.969383728186084,21.323693839472295,20.528303146362305,20.528303146362305,7993600,0.0,0.0
2020-03-10 00:00:00-03:00,20.969385147094727,21.381541806904917,20.267995864537905,20.969385147094727,9851900,0.0,0.0
2020-03-11 00:00:00-03:00,20.600612684550086,20.694614147320706,19.118294656274088,20.08722496032715,6325700,0.0,0.0
2020-03-12 00:00:00-03:00,18.800138454903802,19.41475864176349,17.303358421661343,18.22890281677246,6799800,0.0,0.0
2020-03-13 00:00:00-03:00,19.884761309767175,20.289686972089406,17.737207584813483,19.24121856689453,11014500,0.0,0.0
2020-03-16 00:00:00-03:00,17.028587257855353,18.416905300040618,17.028587257855353,17.411821365356445,9896400,0.0,0.0
2020-03-17 00:00:00-03:00,17.578128615679773,19.942607837509048,17.45520458147908,19.284603118896484,12420300,0.0,0.0
2020-03-18 00:00:00-03:00,17.64320661863806,19.66783774550567,17.64320661863806,19.414758682250977,13173100,0.0,0.0
2020-03-19 00:00:00-03:00,18.749523704634832,19.29183541358106,17.578129806476177,17.693822860717773,13699100,0.0,0.0
2020-03-20 00:00:00-03:00,18.438597625993463,18.619368190954184,16.558583474567982,17.708284378051758,10444900,0.0,0.0
2020-03-23 00:00:00-03:00,17.42628081565791,17.42628081565791,15.936731910869552,16.197040557861328,8664300,0.0,0.0
2020-03-24 00:00:00-03:00,17.07197172674382,18.763984238935016,17.03581678809108,17.867361068725586,6921500,0.0,0.0
2020-03-25 00:00:00-03:00,17.52028055230718,20.68015022476531,17.52028055230718,19.190601348876953,5479500,0.0,0.0
2020-03-26 00:00:00-03:00,19.190604405749916,19.841378183019664,18.778446346948076,19.197834014892578,5461100,0.0,0.0
2020-03-27 00:00:00-03:00,18.32290433745413,18.561521424945177,17.578129122960284,17.71551513671875,6214900,0.0,0.0
2020-03-30 00:00:00-03:00,17.67212999046391,18.474750323527278,17.37566638812314,17.925209045410156,5648300,0.0,0.0
2020-03-31 00:00:00-03:00,17.917979964219704,18.35182824266862,17.361206259928206,17.968595504760742,5590600,0.0,0.0
2020-04-01 00:00:00-03:00,17.44797538863511,17.816747529174457,16.97797216687047,17.39735984802246,6117400,0.0,0.0
2020-04-02 00:00:00-03:00,17.382899110631794,17.95413340903816,16.97797203063965,16.97797203063965,4939900,0.0,0.0
2020-04-03 00:00:00-03:00,17.014127204393038,17.223820356552647,16.001810869818215,16.840587615966797,5185600,0.0,0.0
2020-04-06 00:00:00-03:00,17.72274855811721,18.084289732997192,17.05028175217322,17.086435317993164,3483400,0.0,0.0
2020-04-07 00:00:00-03:00,18.293981480771578,18.836293201100816,17.910748747741067,18.06259536743164,4871500,0.0,0.0
2020-04-08 00:00:00-03:00,18.163827739590385,18.669984515310066,17.787824617624896,18.445829391479492,3829000,0.0,0.0
2020-04-09 00:00:00-03:00,18.648292771179182,19.002602924930315,18.373520730852995,18.641061782836914,3433400,0.0,0.0
2020-04-13 00:00:00-03:00,18.6699827703742,19.089370404394238,18.22167256461307,18.865215301513672,2939200,0.0,0.0
2020-04-14 00:00:00-03:00,19.089370640586495,19.537682231064462,18.510905406908382,18.901369094848633,4110200,0.0,0.0
2020-04-15 00:00:00-03:00,18.69167762418705,19.56660654019345,18.46029151017445,18.95198631286621,4937700,0.0,0.0
2020-04-16 00:00:00-03:00,19.233988017052607,19.508758663663816,18.604905856275725,18.655521392822266,3287900,0.0,0.0
2020-04-17 00:00:00-03:00,19.0821386310187,19.21229364641962,18.315671892643085,18.742290496826172,4408400,0.0,0.0
2020-04-20 00:00:00-03:00,18.53259587666835,19.458141574062342,18.36628730438367,18.980907440185547,3486900,0.0,0.0
2020-04-22 00:00:00-03:00,18.93029448456583,19.48706817626953,18.829063405772434,19.48706817626953,3289400,0.0,0.0
2020-04-23 00:00:00-03:00,19.450912774422964,19.776300347377784,18.626599428497396,18.930294036865234,3781000,0.0,0.0
2020-04-24 00:00:00-03:00,18.496444870492333,18.763985923867164,17.035818317840572,17.643207550048828,7935900,0.0,0.0
2020-04-27 00:00:00-03:00,17.896283108896945,18.92305981111964,17.896283108896945,18.293977737426758,4433700,0.0,0.0
2020-04-28 00:00:00-03:00,19.125526814899477,19.125526814899477,18.171057048931065,18.265058517456055,5563100,0.0,0.0
2020-04-29 00:00:00-03:00,18.575979593279744,18.865212158350634,18.221669528671697,18.800134658813477,4021800,0.0,0.0
2020-04-30 00:00:00-03:00,18.315674128297587,19.277373507161883,18.315674128297587,19.197834014892578,5883800,0.0,0.0
2020-05-04 00:00:00-03:00,18.395210175676144,18.525365182589827,17.954129625395275,18.293977737426758,5023800,0.0,0.0
2020-05-05 00:00:00-03:00,18.59044164602521,18.73505862949418,18.004745483398438,18.004745483398438,4075600,0.0,0.0
2020-05-06 00:00:00-03:00,18.011978283109485,18.127671329859428,17.462435621462298,17.729976654052734,15822200,0.0,0.0
2020-05-07 00:00:00-03:00,17.599821033923934,17.6865901264545,16.753814796316682,16.985200881958008,16986600,0.0,0.0
2020-05-08 00:00:00-03:00,17.462435960772975,17.61428394956401,16.710431142286218,16.82612419128418,4356100,0.0,0.0
2020-05-11 00:00:00-03:00,16.898433687890567,17.3539749227787,16.76104766691763,17.028587341308594,6867600,0.0,0.0
2020-05-12 00:00:00-03:00,17.23105271444944,17.382900728370732,16.522432327270508,16.522432327270508,3656500,0.0,0.0
2020-05-13 00:00:00-03:00,16.594738997311786,16.724892650147364,16.370582495893277,16.710432052612305,4993600,0.0,0.0
2020-05-14 00:00:00-03:00,16.811660436745044,17.144277572631836,16.486272908882064,17.144277572631836,6237800,0.0,0.0
2020-05-15 00:00:00-03:00,16.847816543140315,16.99966453884561,16.18258079152615,16.334428787231445,6455400,0.0,0.0
2020-05-18 00:00:00-03:00,16.73212348632985,17.245512621330644,16.421197885848667,16.992433547973633,3821100,0.0,0.0
2020-05-19 00:00:00-03:00,17.05751152477561,17.484130191044812,16.70320136416001,16.97797203063965,4496100,0.0,0.0
2020-05-20 00:00:00-03:00,16.99243476490936,17.43351542780101,16.789971215890056,17.014127731323242,4386800,0.0,0.0
2020-05-21 00:00:00-03:00,17.2382815568068,17.592591706271666,17.021357425843004,17.46243667602539,3804200,0.0,0.0
2020-05-22 00:00:00-03:00,17.549205027475555,18.026439161051048,16.999662399291992,16.999662399291992,4263400,0.0,0.0
