Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-05-05 00:00:00-03:00,11.295545059393739,13.054366121411583,11.201740345022404,12.202315330505371,10680015,0.0,0.0
2021-05-06 00:00:00-03:00,12.49936061085673,12.858941411209456,12.20231527062374,12.507177352905273,1678691,0.0,0.0
2021-05-07 00:00:00-03:00,12.624433346875211,13.210708096101747,12.13196331939068,12.976198196411133,2348389,0.0,0.0
2021-05-10 00:00:00-03:00,13.171621326995467,13.210706559686848,12.397739509885223,12.413372993469238,1054061,0.0,0.0
2021-05-11 00:00:00-03:00,12.257033325713,12.624431610107422,11.842733067832853,12.624431610107422,1737863,0.0,0.0
2021-05-12 00:00:00-03:00,12.460275650024414,12.79640623159983,12.288301988126758,12.460275650024414,360142,0.0,0.0
2021-05-13 00:00:00-03:00,12.343021766373925,12.444642465141524,12.061609897295282,12.311753273010254,616453,0.0,0.0
2021-05-14 00:00:00-03:00,12.343021198691693,12.67133426898455,12.038158354544464,12.507177352905273,2456207,0.0,0.0
2021-05-17 00:00:00-03:00,12.499359655804735,12.772953987121582,12.272667296926848,12.772953987121582,1382217,0.0,0.0
2021-05-18 00:00:00-03:00,12.780771884001298,12.976197294741233,12.444642066955566,12.444642066955566,416453,0.0,0.0
2021-05-19 00:00:00-03:00,12.413373896838054,12.585347561837105,12.131962791324028,12.194499015808105,1259989,0.0,0.0
2021-05-20 00:00:00-03:00,12.241400305740592,12.374289497871864,11.88181948884997,12.311753273010254,367194,0.0,0.0
2021-05-21 00:00:00-03:00,12.280484626652388,12.311752355820973,12.186680677280957,12.27266788482666,263873,0.0,0.0
2021-05-24 00:00:00-03:00,12.311753159272955,12.436824845975016,12.155413741361812,12.233583450317383,327848,0.0,0.0
2021-05-25 00:00:00-03:00,12.21794924289069,12.38210616552888,12.15541378027234,12.194499015808105,209095,0.0,0.0
2021-05-26 00:00:00-03:00,12.249217729659335,12.296119707531432,11.959989120069984,11.967805862426758,527541,0.0,0.0
2021-05-27 00:00:00-03:00,12.085059323421365,12.29611819793405,11.928719924285355,12.124144554138184,582626,0.0,0.0
2021-05-28 00:00:00-03:00,12.303935695777245,12.47590935014605,12.163229770784854,12.389922142028809,401021,0.0,0.0
2021-05-31 00:00:00-03:00,12.382104847253927,12.624431453298337,12.303935146370554,12.585346221923828,1178844,0.0,0.0
2021-06-01 00:00:00-03:00,12.624432117986727,12.757320540298599,12.546262412987643,12.733869552612305,723453,0.0,0.0
